,title,owner,location,create_time,readers_count,likes_count,article_url,hour,recall
90,Prompt 进阶 —— 提示链（Prompt Chain）和多提示词协同,云中江树,北京,2023-08-31T21:42:19.093+0800,5915,188,https://articles.zsxq.com/inline_form/id_sgxktgb41dsb.html,21,1
91,"上次线下大会分享的相关内容
<e type=""web"" href=""https%3A%2F%2Fnvr946f2gn.feishu.cn%2Fdocx%2FHyqjdHLGPoQHX4xATH5cyHQJnXg"" title=""https%3A%2F%2Fnvr946f2gn.feishu.cn%2Fdocx%2FHyqjdHLGPoQHX4xA..."" />
有兴趣的可以看下",@心,北京,2023-08-31T14:50:20.037+0800,4162,61,,14,0
92,"这篇文章是我一周前在AI破局全国会员见面会上分享的内容，这里把文字版分享出来，希望能帮助到更多的人。

很感谢洋哥的邀请，大会之前我一直在想一个问题：我应该分享什么内容才能给来参加的会员带来价值？

首先肯定是和AI有关的内容，但是破局的会员基本上对AI都有了一定的基础，不需要我在大会上过多的介绍技术内容，那我说什么呢？

我就想到了我擅长的商业变现，搞钱我会啊，于是就有了我的分享立意：“AI+赚钱+普通人”

所以我就确定了分享主题——AI时代来临，普通人如何找到切入点？

AI当下利好普通人的机会有哪些？

我凭什么能成为AI风口上的“猪”？

普通人想躬身入局应该如何切入？

为方便大家观看，请点击飞书链接🔗<e type=""web"" href=""https%3A%2F%2Fbj4jnx4e9i.feishu.cn%2Fdocx%2FWa1Kd4BoYoDKKzxw0N6cFdVKnkf"" title=""https%3A%2F%2Fbj4jnx4e9i.feishu.cn%2Fdocx%2FWa1Kd4BoYoDKKzxw..."" />

希望对你有所启发。<e type=""hashtag"" hid=""48888214185128"" title=""%23%E9%A9%B4%E8%AF%9DAI%23"" />",🍀刘驴💥,浙江,2023-08-28T08:54:30.227+0800,4462,107,,8,0
93,赛博机车 40 天，涨粉不到 200 ，但赚了 2000 元,Cody,上海,2023-08-24T16:11:32.079+0800,6522,146,https://articles.zsxq.com/inline_form/id_wzaj7g1nunuj.html,16,0
94,"被我这乌鸦嘴说中了，最近一周我看其他AI社群基本每天就1-2个帖子，还基本是水贴。

AI发展至今，信息差阶段已经完全过去（3，4，5线可能还有人不知道），但大模型本身的缺陷和众所周知的原因（你懂的）让我们的AI普及之路是这样的艰难，很多人就这样放弃了。

但真正会用AI，尤其会提词、会将AI和各种赛道场景结合的人，深入进去的人，不少早已赚得盆满钵满，是真的赚的多。这些人我们私下聊起来，我都挺羡慕的。

另外社群的活跃和运营强相关，不然副业这么好的赛道，是不是也就出来两个知名的社群？

所以为了鼓励拿到成果的人继续多分享，我决定在AI之心体系之外做一些额外激励了（大放血）。

从明天开始到9月23号截止，只要中标/精华的人一人送一本我们出的《AI超级个体实战指南》签名版，这本书是我们团队和社群多位koc大咖联袂的杰作，质量自不必说，印刷都采用的四色。

很多会员问我怎么买这本书，对于有内容输出能力的你来说，不用买了！洋哥送给你！

当然这个额外的激励不影响AI之心年底分红。

我只是希望AI破局每天都有在AI领域拿到结果的人持续做实战分享。

这是个朴实和真诚的小愿望，和我想法一样的筒子们，请点赞支持我。",findyi,北京,2023-08-23T23:24:36.241+0800,7666,252,,23,0
95,"76 页金句，AI 破局线下大会总结！
大家好，我是元峰，8 颗 AI 之心持有者。历时 4 天的北京之旅结束了，没有华丽的语言来形容，就一个词：收获满满。

“线上聊千遍，不如线下见一面。”为什么要去北京参会，原因其实很简单，就是想和大家见见面。我想看看那些在屏幕后与我交流的人，想听听他们的声音，想与他们握握手，分享彼此的故事。

因为前面已经有很多伙伴对本次大会的演讲内容做了详细的文字版本记录与总结。而且前几天雷布斯的演讲 PPT 风格我非常喜欢，所以就按照此风格整理了 76 句个人认为本次大会各位嘉宾分享的金句，分享给大家。

同时也记录了一下本次去北京的一些感悟。整完已经是凌晨三点多了，本来想第一时间就发的，结果帖子编辑一半给睡着了。

完整文章移步飞书文档：<e type=""web"" href=""https%3A%2F%2Fesouqpttmy.feishu.cn%2Fdocx%2FLZsndoYSaoCACGxgUeWcCFBRnib"" title=""https%3A%2F%2Fesouqpttmy.feishu.cn%2Fdocx%2FLZsndoYSaoCACGxg..."" />",元峰,甘肃,2023-08-23T08:07:17.041+0800,6836,189,,8,0
96,AI 让我变傻 X 了,闫小林,河南,2023-08-22T01:38:51.362+0800,6850,201,https://articles.zsxq.com/inline_form/id_j9f3kfk670cx.html,1,0
97,"吴东子：AI破局线下大会演讲——《你在搞个鸡毛的AI》万字完整版文稿

“为什么你搞了这么久的AI，还是没赚到钱？”

“你怕错过的不是AI，你真正怕错过的，其实是赚钱”

“AI的5个行业层次，你在哪一层？”

“如果我只是使用AI工具的话，也叫搞AI吗？”

“一个普通人如何通过AI领域实现财富跃迁？”

“一个妙鸭产品竟然估值2亿了？”


1个月前，我收到AI破局俱乐部创始人洋哥邀请，他想让我给他做一场AI线下大会的演讲

8.19号这天，演讲相对顺利结束，会后很多朋友向我表示感谢，这场演讲解答了他们心中的很多疑惑

但事实上，由于时间因素限制，我在会上的演讲其实是删减版，很多重要的地方还没来得及讲到

为了让意思表达得更加清楚和完整，所以有了今天这篇《你在搞个鸡毛的AI》万字完整版文稿

里面灌注了我目前对AI行业与变现赚钱的理解，说了很多残忍但相对正确的话

也许看完后能让你真正清楚自己在AI行业的哪个生态位，未来在这个赛道上应该如何发展

希望能对大家有帮助！

<e type=""web"" href=""https%3A%2F%2Fry5hwpuf7b.feishu.cn%2Fdocx%2FKvO1diKK9oBsdAxEdbocn6SBnAd%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fry5hwpuf7b.feishu.cn%2Fdocx%2FKvO1diKK9oBsdAxE..."" />",吴东子,福建,2023-08-21T17:46:26.599+0800,6021,321,,17,0
98,"大家好，我是飞狗。

昨天晚上回到家已经很晚了，今天花了一天的时间去复盘，在脑海里重新开了一篇 AI 破局俱乐部的全国会员见面会。希望给想体验的建设一个元宇宙，多一个人体验，就把破局的水花往外推一层；多一次体验，就把扩散的力量增大一成。

AI 破俱乐部自从宣布要召开线下峰会，好像是第一次做视频号推广，我就报名了，非常期待与星球里面最熟悉的陌生人在现实世界中见上一面。

作为全国最大的 AI 星球，作为全国发展速度最快的 AI 社群，作为全国 AI 发展的风向标，作为全国 AI 开拓者云集的社区，每一条理由，都会是你尽可能的去参加，去感受，根据现场的情况来说确实如此，会员们从五湖四海而来，有的来自山东、广西、云南、湖南、湖北、广东等，有坐飞机来的，有坐高铁来的，大家都是奔赴北京 AI 破局俱乐部全国会员见面会的现场。

我在会议的间隙偶遇洋哥，问了一个问题，连续创业，大厂高管，财富自由，为什么还要扬帆起航。洋哥轻轻说了四个字：想做点事。

这个与会后与群友小聚，在聊天过程中，不同的行业，不同的背景，不同的年龄，都是只身而来，都有自己心里的疑惑，面临的问题，期待的突破，本质上也是“想做点事”，这一点 AI 破局俱乐部的会员们都是一致的。

起步时都是孤独的，走在路上都是朋友。AI 破局俱乐部就是一个个孤独启航的每一个人的大港湾。

这个大港湾的2.7万人中的400多人，来到了北京的会议地点：北京西国贸大酒店。


下面我按时间顺序，从我的视角详细介绍此次峰会。

具体请移步飞书：<e type=""web"" href=""https%3A%2F%2Fbxj04e7y1fu.feishu.cn%2Fdocx%2FPyRMdOuqBoZY06xhl0dcx4FynZb"" title=""https%3A%2F%2Fbxj04e7y1fu.feishu.cn%2Fdocx%2FPyRMdOuqBoZY06x..."" />",飞狗,北京,2023-08-20T22:36:37.224+0800,6085,106,,22,0
99,"《冲击AI之心！深度复盘0819AI俱乐部全国见面会，干货满满！氪肝八小时！》

大家好，我是甲木，互联网大厂码农一枚，氪肝8小时为大家全面复盘全国见面会，希望能给大家提供帮助！

由于排版样式问题请大家移步到飞书阅读🔗:<e type=""web"" href=""https%3A%2F%2Faxwj7ckhk8l.feishu.cn%2Fdocx%2FUZ62dd9BwoZxoix0iYLchifinYc%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Faxwj7ckhk8l.feishu.cn%2Fdocx%2FUZ62dd9BwoZxoix..."" />

身处帝都，最初得知AI俱乐部全国见面会在北京举行，直接下单两张票，准备带着家人一起去参加盛宴。漫长的等待过后，终于在8月19号如期举办，来自全球各地的圈友们同聚一堂，洋哥带队，各位大拿嘉宾，各位志愿者朋友们共襄盛举，共享AI未来！

昨天大会结束之后，回来太晚，没能及时复盘，今天早早起来，开始全面复盘输出，万字长文，干货很多！

感谢洋哥，感谢俱乐部的各位大佬，感谢各位小伙伴们的辛勤付出，雷军说：“一个人的能力再强，也是有限的，找互补的朋友一起干，更容易成功”。

敢想敢干，付出行动，结果才能发生。
想都是问题，干才是答案。
别怕！ 干就是了！

再次附上链接🔗：<e type=""web"" href=""https%3A%2F%2Faxwj7ckhk8l.feishu.cn%2Fdocx%2FUZ62dd9BwoZxoix0iYLchifinYc%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Faxwj7ckhk8l.feishu.cn%2Fdocx%2FUZ62dd9BwoZxoix..."" />",甲木zuiynゞ,北京,2023-08-20T19:28:17.451+0800,6108,101,,19,0
100,挑战拿AI之心！AI破局俱乐部全国见面会笔记整理（综合最强版）,认知小窗-认哥,北京,2023-08-19T22:48:43.960+0800,5929,111,https://articles.zsxq.com/inline_form/id_80oqiasewwgw.html,22,0
101,最近网上疯传的新职位「AI 提示词工程师」到底是什么？！,刘海,广东,2023-08-17T11:35:59.402+0800,6328,215,https://articles.zsxq.com/inline_form/id_qlnfppmibx6r.html,11,1
102,"赛博机车复盘：变现 1200+ 、涨粉 3000+

大家好，我是老六 panshaller，正在参加第三期 AI 之心写作营。

参与赛博朋克机车项目一个月，小红书涨粉 2700+ 、近 10000 点赞，单篇爆款浏览 50W+ ；抖音涨粉 400+；总共变现：作图 + 收徒 = 共 1200+ 。

今天我跟大家分享一下这个过程中我的收获和思考，在本文中我会详细拆解我是如何提升 SD 出图水平的，同时我还会无码再现""变现交易""完整过程和收徒完整过程，因为我深知还是有一部分没有体验过变现闭环流程的同学，在一开始面对交易和""谈判""的过程可能是惶恐的，至少初期的我是这样的（因为我就没有卖过东西，我害怕面对交易，我不知道要怎么促成交易，不知道该怎么定价），我希望我的分享能让面临相似问题的同学早日突破心理障碍，勇敢跨出第一步！

在这里，非常感谢洋哥提供这个社群，让我有机会跟这么多大佬学习，同时特别感谢吴东子大佬的无私教导，感谢改文志愿者和小林老师的专业写作指导。

由于文中案例分享贴了较多图片超出星球文章图片限制，请大家移步飞书：
<e type=""web"" href=""https%3A%2F%2Fh92sm71uoa.feishu.cn%2Fdocx%2FBDFydkaW4opJPzxOP3dc6k5Enac%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fh92sm71uoa.feishu.cn%2Fdocx%2FBDFydkaW4opJPzxO..."" />",老六,浙江,2023-08-17T11:05:23.309+0800,5786,102,,11,0
103,时代的一粒灰落在我头上就是一座山 - AI 算法工程师练成记,金金算法实战避坑,福建,2023-08-17T02:11:27.262+0800,5742,128,https://articles.zsxq.com/inline_form/id_66hmxg0swdmd.html,2,0
104,AI 绘画实战： 500 万播放，变现千元,Zihuatanej*,福建,2023-08-16T15:23:43.610+0800,5722,159,https://articles.zsxq.com/inline_form/id_w1otdj1ze2mw.html,15,0
105,结构化 AI 写作与 AI 编程,忠陆先森,辽宁,2023-08-15T16:51:41.316+0800,5823,108,https://articles.zsxq.com/inline_form/id_n1157fw694b1.html,16,0
106,CodeGeex 编程大模型应用复盘,木川,北京,2023-08-14T21:39:45.109+0800,5845,89,https://articles.zsxq.com/inline_form/id_arb464kfrkjn.html,21,0
107,赛博机车项目完整复盘，30 天 1.6 万的得与失,段老湿,天津,2023-08-10T18:19:16.596+0800,6715,211,https://articles.zsxq.com/inline_form/id_vnck700p7na2.html,18,0
108,原创 prompt 开源：英文病例解读,小七姐,内蒙古,2023-08-09T22:23:03.485+0800,6638,154,https://articles.zsxq.com/inline_form/id_avrlw6g9qlbs.html,22,1
109,分享：理解表达的本质，并用 AI 进行表达优化。（内含 prompt 彩蛋）,小七姐,内蒙古,2023-08-08T17:28:59.945+0800,6087,173,https://articles.zsxq.com/inline_form/id_i244p1wj9m59.html,17,1
110,星球快闪分享：从0到1，搞定 AI 自媒体写作！,皮特,浙江,2023-08-03T21:36:20.674+0800,6873,242,https://articles.zsxq.com/inline_form/id_xdfv81lzgwpo.html,21,0
111,"大家好，我是AI破局俱乐部的智程，在过去的4个多月里，我们共汇集了2.7万位志同道合的伙伴，社群之所以能有如此快的发展，离不开一批乐于分享价值圈友的贡献，想想看，如果没有他们的推荐与分享，你将错过的是什么？

你将错过AI领域绝对优质并及时更新的信息来源地，你将错过与非常多大咖近距离学习的机会，你将错过学习更多AI工具的使用方法，你将错过更多实操的方法、变现的案例，你将错过与更多与志同道合的人链接合作，你将错过... 

我们星球首要目标是带领大家在AI领域学习实践，但如果能把最优质的内容分享扩散出去，本身也是有价值的事情。

分享是一种美德，也是一种能力。

洋哥说过，商业不论大小。加入破局分销团队本身也是副业认知的提升，经历了这个过程，无论最终邀请到多少人，都能让大家从生活职场的繁琐中，看到星光。

如果你也想加入AI破局的分销团队，请填写下方报名表，审核通过后我们会拉你进分销团队，为你赋能。

<e type=""web"" href=""https%3A%2F%2Fjinshuju.net%2Ff%2FNujFX7"" title=""AI%E7%A0%B4%E5%B1%80%E5%88%86%E9%94%80%E5%9B%A2%E9%98%9F%E7%BA%B3%E6%96%B0+%7C+%E6%8A%A5%E5%90%8D%E8%A1%A8"" />",远方,北京,2023-08-03T17:43:43.496+0800,6620,74,,17,0
112,"精心打磨的万能提问框架（1w4字）

这里面主要是拆解小七姐的提示词，结合论文和我学习到的知识，添加了一些我个人的理解，结尾部分包含一些重要的学习资料来源，虽然不够完整，但是相信也能对大家有一点帮助！

<e type=""web"" href=""https%3A%2F%2Ffkaygdsx06.feishu.cn%2Fdocx%2FEoHodTstsoDULaxIeGpcmywunyf"" title=""https%3A%2F%2Ffkaygdsx06.feishu.cn%2Fdocx%2FEoHodTstsoDULaxI..."" />

感谢破局的每一个人！
同样也祝屏幕前的你前程似锦！",子瞻,湖南,2023-08-03T00:10:22.138+0800,6265,175,,0,1
113,大一学生的 50 天的 AI 之旅,罗根,广东,2023-08-01T12:29:02.323+0800,6531,115,https://articles.zsxq.com/inline_form/id_7gwjxwqsm6m9.html,12,0
114,15 颗 AI 之心，33 枚心片,闫小林,河南,2023-07-31T20:41:18.853+0800,6929,261,https://articles.zsxq.com/inline_form/id_g7fb682alg42.html,20,0
115,"AI 辅助企业培训 | 12 小时准备高质量AI培训课！

大家好，我是 sky 陈天，AI 破局初创合伙人，AI之心获得者，995 打工人，主业在大数据独角兽企业做产品运营，5 月开始下班后所有时间 all in AI，正在努力成为一个 AI 转型顾问和 AI 培训师，正在参加 AI 之心写作营。

我比较擅长从 0 - 1 跑通一件事情，上次跑通了AI绘画宠物号，这次我也从 0 - 1 跑通了 AI 企业培训，完成了一个最小的 MVP 案例。

这次 AI 企业培训的直接收益虽然不是很大（两个礼品卡折合人民币 600 元），因为这位企业家后续会是我的合作伙伴，也是 AI 破局的圈友，所以也不好意思收费，但对我来说战略意义大于经济意义。这意味着后续我是有能力接 AI  企业培训，以及有成功的案例了。灵军大佬也分享过， AI 企业培训肯定是可以赚钱的，通过这次培训，我至少已经在牌桌上了，后续就要慢慢开始收费了，而且培训也是一个很好的切入口，可以做企业 AI 解决方案，做一些产品的带货。

今天就来分享一下我是怎么做到 12 小时用 AI 从 0 - 1 开发一个企业培训课程 、企业培训后的一些复盘和心得，以及我是如何获得与抓住这次机会的。

请移步飞书阅读：<e type=""web"" href=""https%3A%2F%2Fuyna8i1s6g.feishu.cn%2Fdocx%2FAbQGdCdzqo4NB0xCAGjcE7oXnJf%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fuyna8i1s6g.feishu.cn%2Fdocx%2FAbQGdCdzqo4NB0xC..."" />

温馨提示，开头是重复的可以直接从第一部分开始看～",sky陈天,江苏,2023-07-31T13:08:42.147+0800,6323,114,,13,0
116,没有拿到大结果，分享还有必要吗？,悦读者,北京,2023-07-31T08:47:31.775+0800,6119,81,https://articles.zsxq.com/inline_form/id_ddqtazqge33m.html,8,0
117,"进入破局两个月，借势 AI 变现六位数

大家好，我是 AI 破局初创合伙人，目前 All in AI 的老谷，参与了 AI 之心写作训练营。

这篇内容是分享这两个月通过在破局学习 AI ，帮助我变现六位数的复盘内容。

变现的主要来源于两个项目：
1.通过掌握 AI 知识并迅速转化为培训能力为我解决销售破冰：通过一场 Chatgpt培训赢回来了 12 W的订单。

2.通过快闪赛博朋克机车：十天变现 7000+ ，涨粉 1500 ，两个百万播放视频。

完整文章移步飞书：<e type=""web"" href=""https%3A%2F%2Fmgxbmaj3si.feishu.cn%2Fdocx%2FVZ9mdGYUwohBRtxDaSqcwZEcnDu%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fmgxbmaj3si.feishu.cn%2Fdocx%2FVZ9mdGYUwohBRtxD..."" />",γοιο.,广东,2023-07-30T15:33:58.981+0800,6422,195,,15,0
118,"AI 航海志愿者复盘

大家好，我是心图，一名航海 AI 绘画项目志愿者，星球编号 3907，正在参加第二期 AI 之心写作训练营。
今天由心图来分享一下 AI 航海志愿者的相关复盘。

航海小结
心图和 AI 大航海的故事
心图为何会成为一名志愿者？
心图在这次大航海中有何收获？
心图在大航海中有何感受？
心图有何大航海特色分享？
心图心态：十二字箴言共勉

完整文章就请各位移步飞书：<e type=""web"" href=""https%3A%2F%2Fs0wowb1l0fq.feishu.cn%2Fdocx%2FIeQjdkVmRoWLvGxEW5KcAUDinlg%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fs0wowb1l0fq.feishu.cn%2Fdocx%2FIeQjdkVmRoWLvGx..."" />",心图&Mrk,北京,2023-07-29T15:10:43.610+0800,5925,68,,15,0
119,AI 绘画：小红书涨粉 6000 复盘,沐沐,香港,2023-07-27T22:45:23.419+0800,6259,190,https://articles.zsxq.com/inline_form/id_zgnlrjjhrox6.html,22,0
120,"SD 艺术字实战：小赚几百块

大家好，我是元峰，6 颗 AI 之心持有者。 AI 超级个体践行者，喜欢研究学习 AI 工具。正在参加 AI 之心写作训练营。
今天分享一下 SD 艺术字的实战案例。

- SD 环境准备
- 光影文字制作
- 海报文字制作
- SD+Mj+PS 个性化出图
- 铺内容获取流量
- 我如何进行变现

完整文章移步飞书：<e type=""web"" href=""https%3A%2F%2Fesouqpttmy.feishu.cn%2Fdocx%2FFG76djYZkovoOZxn5bScoLp7n1d"" title=""https%3A%2F%2Fesouqpttmy.feishu.cn%2Fdocx%2FFG76djYZkovoOZxn..."" />",元峰,甘肃,2023-07-27T11:32:05.544+0800,6345,173,,11,0
121,"《商业拆解：14000+字手把手带你从0到1拆解一个年入8位数的财经IP（招财大牛猫）》

你好啊，我是<e type=""mention"" uid=""48551245482458"" title=""%40%E7%82%AE%E7%88%B7%EF%BC%88%E4%B8%8D%E7%9D%A1%E8%A7%89%EF%BC%89"" /> 。

985 科班程序员出身，现在在创业。目前 C 端为互联网创业者/自媒体玩家提供 IP 孵化服务和副业培训，B 端小红书为（实体）行业引流和代运营、陪跑等。

今天运动完打开微信，发现被我的好朋友<e type=""mention"" uid=""544458115484444"" title=""%40%E9%97%AB%E5%B0%8F%E6%9E%97"" /> 和洋哥 <e type=""mention"" uid=""51544811224184"" title=""%40findyi"" /> cue 了，正好炮爷之前做过具体的商业拆解，即使过了有段时间了，但方法并不过时。整套拆解的逻辑对大家还是会有帮助的，所以干脆来洋哥的星球做一下分享，不能总潜水。

这天这篇文章炮爷将会手把手带着大家一起拆解财经领域的头部 IP——招财大牛猫。为什么招财大牛猫这个IP能成为财经领域的头部？为什么这个号能做到年入 8 位数？这个号是如何去定位和运营的？又提供了哪些产品和服务？有哪些变现方式？年流水又如何？

相信跟着炮爷的拆解一步步来，你会有一个答案。拆解的数据不一定准确，但思路是通用的，相信多少会对大家有一些帮助。

炮爷将会从招财大牛猫这个 IP 的运营情况、定位、提供的产品和服务的形式、变现情况、流水情况等角度来做全方位的拆解。如果觉得有收获，可以点个赞，给炮爷一些反馈。

详情请看飞书链接👉<e type=""web"" href=""https%3A%2F%2Fqpztiqweer.feishu.cn%2Fdocx%2FZFt9dUuZzoHfbKxsgkEcilMdn3d"" title=""https%3A%2F%2Fqpztiqweer.feishu.cn%2Fdocx%2FZFt9dUuZzoHfbKxs..."" />",炮爷（不睡觉）,美国,2023-07-26T21:19:52.692+0800,6403,176,,21,0
122,"《AI绘画赋能-儿童益智类玩具创意方案，仅靠创作思路多赚500元（无保留分享）》

大家好，我是珞珈Lorjia，曾在广告公司做过品牌策划，目前是上市互联网金融公司运营主管，副业研究AI工具赚钱，现在主要深耕AI绘画赛道，已用AI绘画完成从0-1变现，私域积累用户270+，目前还在不断探索中...

今天给大家分享最近的一个成交案例：我是如何实现1小时成交4位数，不仅成交了AIGC变现训练营699元，还靠一个AI绘画创作思路多赚了500块！

正文中整个项目思考和价值500元的创作思路都会分享给大家，希望对大家有所启发！

为了更好的阅读体验，欢迎大家移步至飞书链接：<e type=""web"" href=""https%3A%2F%2Fx3mtcltyd5.feishu.cn%2Fdocx%2FAy2QdHH1oo606LxooDHc73DvnQE%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fx3mtcltyd5.feishu.cn%2Fdocx%2FAy2QdHH1oo606Lxo..."" />",珞珈Lorjia,广东,2023-07-25T23:30:16.565+0800,6438,129,,23,0
123,Prompt 喂饭级系列教程  小白学习指南（一）,小七姐,内蒙古,2023-07-24T20:06:50.303+0800,6858,278,https://articles.zsxq.com/inline_form/id_rc8g49ct0a7o.html,20,1
124,"来了，AI破局2023年全国见面会，8.19，北京见。

保存图片在微信扫码即可报名，举办大会成本非常高，但为了让更多圈友能产生深度链接，我们的门票价格很低，总人数控制在500以内，不确定多久售完，想参加的尽快报名。

这次大会我邀请了8位重磅嘉宾，加上我的分享，会从：AI超级个体、AIP、AI课程、AI应用创业、AI企业解决方案、AI创投、AI安全等多个方面给大家做分享。

这次见面会也会安排交流群和线下分组小会，方便大家更深度的完成链接这件事儿，很多牛逼事业的起点都来源于深度线下链接。

大家可以约着在AI破局认识的同道好友一起报名，乘机“奔现”，获得认知、洞察和链接，回去后在下半年好好干，在AI这座大金矿上淘到金子。",findyi,北京,2023-07-24T20:00:27.485+0800,9798,88,,20,0
125,"蓝瘦，10 点那会和星球另一位嘉宾 <e type=""mention"" uid=""815842482821812"" title=""%40%E6%BD%98%E8%BE%BE"" /> 面基结束，一回到宾馆我连澡都没洗，赶紧花了 1 小时复盘了一下，因为潘神杀疯了，期间一直高密度输出，我生怕忘记，

结果刚刚的文章又被删了，我检查了两遍，不知道哪里违规了，[流泪]

我贴个飞书链接吧，内容主题：关于 AI、关于创业、关于利他、关于阅读：

<e type=""web"" href=""https%3A%2F%2Fdrwnsc5veu.feishu.cn%2Fdocx%2FT9PQdZlJgobohwxGZ4HcxJoinoX%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fdrwnsc5veu.feishu.cn%2Fdocx%2FT9PQdZlJgobohwxG..."" />",闫小林,河南,2023-07-23T23:41:59.190+0800,6618,233,,23,0
126,如何成为一位单日课酬1万+的GPT企业培训师,灵军,浙江,2023-07-21T22:21:04.287+0800,6611,178,https://articles.zsxq.com/inline_form/id_7dir74vbewdd.html,22,0
127,产品实战：AI 助力从 0 到 1 快速产出方案！,舟小鲤,北京,2023-07-21T09:59:04.564+0800,4811,84,https://articles.zsxq.com/inline_form/id_7xursgsqkewv.html,9,0
128,"芜湖～大家好，我是潘达

又来分享了，没想到吧，我自己也没想到

本次👇男主角图片换了

用的【智程】，听说他大航海累瘦了

以后洋哥一个人瘦就行了（手动咳嗽）

这篇《在 AI+行业上，我有哪些洞察？》

不如提示词过瘾，但开眼👀值得一看

老样子，移步飞书：

<e type=""web"" href=""https%3A%2F%2Fd830ayi6qs.feishu.cn%2Fdocx%2FKyTtdyKtFoG4dcxfWmpcgFW8npe%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fd830ayi6qs.feishu.cn%2Fdocx%2FKyTtdyKtFoG4dcxf..."" />",潘达,美国,2023-07-20T18:04:14.143+0800,6671,227,,18,1
129,加入星球 80 天，通过快闪 14天 赚到 6000+,段老湿,天津,2023-07-20T17:09:02.701+0800,6749,204,https://articles.zsxq.com/inline_form/id_5f5j4uwvgsa0.html,17,0
130,"我用 3 招“勾搭”上了星球几位大佬

大家好，我是零一，一名热衷于探索和创新的程序员，0025 AI破局合伙人

对于像我这样的普通人来说，想勾搭上大佬可不是容易的事，你得会“排兵布阵，略施小计，逐步击破”来俘获大佬们的“芳心”[害羞][害羞]

开个玩笑，请移步飞书，听我娓娓道来：
<e type=""web"" href=""https%3A%2F%2Ftidfqne5bmm.feishu.cn%2Fdocx%2FBDQ6dxnYoonz0Txz9EBcXNTrn6z"" title=""https%3A%2F%2Ftidfqne5bmm.feishu.cn%2Fdocx%2FBDQ6dxnYoonz0Tx..."" />",零一,北京,2023-07-20T12:00:37.666+0800,5921,75,,12,0
131,"ChatGPT 提示词模板分享及赛博机车实战

大家好，我是小哈，参与了 AI 之心写作训练营、赛博机车项目。曾经的大厂数据分析师，现在是自由职业及 AI 探索者。

加入星球以来，每天都在读贴中飞速成长。我发现，星球各类精彩的 ChatGPT 提示词，都可以套用一个模板，不过是在模板分支上精细调整。恰如天下武功，林林总总，但内功心法总是大道相通。而我也用这个模板定制出的提示词，帮助自己在赛博机车项目中接单转化，赚到了 AI 项目的第一笔钱。

这篇文章，我将毫无保留的展示这个模板，并分享它在知识探索、爆款文章撰写、提示词裁判、制作 PPT 等方面的应用。同时，我也会展示它如何在赛博机车项目中帮助自己生成内容接单转化。

文章分为 5 个版块：

一、 好的提示词模板要具备哪些条件？

二、 万用提示词模板的分享及解读。

三、 万用提示词模板应用场景示例。

四、 如何创造和优化自己的提示词模板？

五、 万用模板在赛博机车项目的实战应用


为了更好的阅读体验，请大家移步飞书：
<e type=""web"" href=""https%3A%2F%2Fbitiyx41dx8.feishu.cn%2Fdocx%2FRFaZddUp9oTWW3xxZT3c4bv1npg%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fbitiyx41dx8.feishu.cn%2Fdocx%2FRFaZddUp9oTWW3x..."" />",小哈,湖北,2023-07-20T09:09:58.619+0800,5763,94,,9,1
132,"AI 数字人，让我多赚了3500元

感谢@闫小林 大佬的耐心指导[抱拳][抱拳]

大家好，我是秀才，目前从事医疗图像算法工作，是自媒体行业的小白。

今天给大家分享的是，我加入【AI破局】之后，利用 AI 多赚了3500+。

本次分享主要分两个方面:

一、数字人从制作到变现
二、AI 写作小赚 70 元

为了更好的阅读体验，还请移步飞书:
<e type=""web"" href=""https%3A%2F%2Ftwanakjtwkk.feishu.cn%2Fdocx%2FMLwndsFmYop0wPxsugOcz8aHnbf"" title=""https%3A%2F%2Ftwanakjtwkk.feishu.cn%2Fdocx%2FMLwndsFmYop0wPx..."" />",秀才,陕西,2023-07-19T14:12:10.265+0800,6392,142,,14,0
