,title,owner,location,create_time,readers_count,likes_count,article_url,hour,recall
309,chatGPT生成爆款短视频文案？有手就行！,皮特,浙江,2023-07-08T20:39:05.843+0800,3458,76,https://articles.zsxq.com/inline_form/id_cop3njeqook9.html,20,0
310,细分领域如何结合 AI 做付费小册？,闫小林,河南,2023-07-08T16:16:42.190+0800,3631,74,https://articles.zsxq.com/inline_form/id_da6njziqf3d2.html,16,0
311,新突破，AI自媒体耕耘变现299,苏小瓶聊AI,福建,2023-07-08T15:08:43.539+0800,3240,60,https://articles.zsxq.com/inline_form/id_rg5osfwn09p5.html,15,0
312,"用AI做定制礼物 ai风向标  

下面的图片是我从淘宝找到的，店家专门帮人命名星星的，比方说你要给你的女朋友过生日，你要送她礼物，你就可以找这一个礼品的店家把那一颗星星的名字用你女朋友的名字去命名。其实很明显这种命名其实就是玩概念而已，只是他们这些礼物公司内部自己认证的，换句话说就是a公司把一颗星星命名成张三，那b公司也能够把同样一颗星星命名成李四，而你拿到的也只是手上一张薄薄的所谓的认证证书。是不是觉得很智商税？但是你看他卖多少钱，799块人民币！这样一个认证月销500多，差不多就是月赚40万人民币，但是他的所有成本证书和名字近乎为零，是不是觉得很暴利呢？
为什么他能卖的那么好呢？很简单，专属感。专属感这个很重要，每个人都希望有一些自己专属的东西，每个人都希望有一些自己专属的东西，大家都知道一般定制高定这些东西会比较贵，所以到底怎么赚钱呢？你当然可以直接复制前面的方法，也开一个淘宝店，但其实我说前面那个故事主要是为了打开思路，我们就想一些可以用AI来创业的其他渠道，就是ChatGPT+midjourney的赚钱方法。
如果你密切留意AI赚钱的话，应该或多或少听说过ChatGPT创作儿童的故事，然后再用midjourney生成图片，帮你做一些插画，然后整合起来，放在电商平台当当做儿童读物拿样去卖这个方法。思路很好，问题在于没人买呀，那么这个生意就没得做了吗？当然可以做，因为在这个背后其实隐藏了AI的一个巨大的潜力，就是专属定制化功能。
比如说如果你是一个妈妈，你想给自己的小孩一个生日礼物，你想不想为你的孩子制作一套专属他把他当做主人公的画册吗？现在你只需要简单的ChatGPT +midjourney就可以，很轻松简单的做到。假设小明是你的孩子，我们可以跟ChatGPT说，我要以小明这个主人公为背景，创作一篇科幻故事。小明是一个很喜欢化学的人，我就想以他的这个特点为背景，创造出一篇短片的科幻故事出来，然后ChatGPT马上就给我编了一篇有血有肉的故事：一群外星人发现自己的世纪环境污染严重，然后来到地球，找到小明，让小明帮忙去他们的星球改造大气环境的故事，然后被两个星球当成英雄。
是不是一个逻辑自洽又脑洞很大但是又很有意思的科幻故事呢？然后我们可以把ChatGPT给我们的故事放进midjourney，马上就能生成一套像模像样的插画出来，如果你做出这样的生日礼物，难道不觉得别出心裁吗？
这种东西在以前你想都不敢想，别说创作故事的难度很大，就算把故事写完，还要把它画出来，难度就更大，这些都是门槛，但是现在通ChatGPT+midjourney就能够零成本轻松快速完成这件事情。
这种东西在以前你想都不敢想，别说创作故事的难度很大，就算把故事写完，还要把它画出来，难度就更大，这些都是门槛，但是现在通ChatGPT+midjourney就能够零成本轻松快速完成这件事情。
利用AI技术这种定制产品，在未来一定会是一个巨大的商机，你可以去像虾皮、淘宝、咸鱼上、fiverr之类的平台，开价100美金标题，标题是，为你的孩子或者家人朋友把自己当主人公的故事画册，或者帮你做一份儿童绘本，帮你做一份定制的生日礼物。在fiverr里就有非常多的案例，而且都卖得很好，单价也不算低，证明需求是很大的。如果你说你不知道怎么在淘宝、虾皮、fviverr开店的话，那也很简单，直接问ChatGPT，他会手把手的教你。",饺子,广东,2023-07-08T14:51:59.165+0800,1730,38,,14,0
313,"《通过AI赛博机车项目 从0到1入门Stable Diffusion》

大家好 我是阿泰 目前在学习ai绘画
上周给大家分享了mj与摄影的关系 获得了一颗ai之心 给了我很大的激励
<e type=""web"" href=""https%3A%2F%2Ft.zsxq.com%2F0fwYCbvHs"" title=""https%3A%2F%2Ft.zsxq.com%2F0fwYCbvHs"" />

东哥发起的AI赛博机车项目，我也积极参与了。

之前碍于自己的电脑 不能够本地部署sd 一直没有进行学习  但是有了大佬们分享的手册和云端部署教程
给我了很大的信心 于是便开始进行sd学习 通过这次学习 让我从0到1入门Stable Diffusion

今天就给大家分享我在云端部署sd和学习过程，主要内容有：
1.环境安装与星球教程整理
2.云端遇到的问题和解决方法  
3.基础实践
4.sd提效插件
5.利用gpt寻找思路和机车图库
6.学习总结
希望通过自己的分享 也能够帮助大家
文章较长 移步飞书阅读
<e type=""web"" href=""https%3A%2F%2Fafvaywpgyr.feishu.cn%2Fdocx%2FY1Ojd0CSQoSOvOxWAqccFBabnmH"" title=""https%3A%2F%2Fafvaywpgyr.feishu.cn%2Fdocx%2FY1Ojd0CSQoSOvOxW..."" />

非常感谢大家的分享能够 让我快速的入门并实践 由于我的文采不太好 通过gpt写了段话来感谢大家：


在'AI破局俱乐部'的星球上，我站在一位巨人的肩膀之上，每一次抬头，都有一片无垠的知识星空铺展在我眼前。而这位巨人，就是这个星球，它集结了众多专业人士的智慧，给予我无比强大的支撑。
这些专业人士，他们是这颗星球上的砌石，他们是我前行的明灯，将我引向知识的高峰。他们的专业知识和技能，就如同星球上的矿石，深藏不露，却拥有无比的价值。每一位专业人士都是这颗星球的宝藏，他们用自己的知识和技能照亮了我的路，让我能站在更高的地方去看世界。
一人之力，或许微不足道；但众人之力，无比强大。每一次的分享，每一次的互动，都在推动这个星球向前旋转，向着更广阔的未来。在这个星球上，每个人都在共同创造一个知识的海洋，我们互相学习，互相帮助，共同前进。
感谢'AI破局俱乐部'，感谢你们每一位，你们让我有机会站在巨人的肩膀上，一同探索这个美好而广阔的知识世界。无论我走到哪里，我都会记得，在这个星球上，我收获的不只是知识，更是对未知的好奇和对学习的热爱。感谢你们的付出，让我明白，只有集结众人之力，才能破解世界的奥秘，破局未来。",阿泰,广东,2023-07-08T11:52:46.801+0800,3452,60,,11,0
314,"在小红书做头像赛道的朋友可能会疑问头像展示的封面图模板怎么做更好看。我用一篇文档来汇总写了Photoshop、ppt、在线设计网站、醒图APP四种方式做模板的教程，虽然和AI本身无关，但是可以辅助ai绘画做更好的展示，形成1+1大于2的效果。
教程目录如下：
photoshop在线版网站推荐及教程
ppt使用图片占位符做幻灯片母版
稿定设计网站的图片容器功能
醒图app一键替换别人的模板

多图预警，详情请移步飞书：<e type=""web"" href=""https%3A%2F%2Fs1ib308pqig.feishu.cn%2Fdocx%2FKKy8dZALIoYFSZxwMR6cV6k6nrg%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fs1ib308pqig.feishu.cn%2Fdocx%2FKKy8dZALIoYFSZx..."" />",小小马,上海,2023-07-07T17:43:03.494+0800,3355,56,,17,0
315,学生第一次靠 AI 赚到钱！！,Allen,广东,2023-07-07T08:14:06.288+0800,2707,37,https://articles.zsxq.com/inline_form/id_cjp268njpr9c.html,8,0
316,"同一款大模型18不同风格的图片会是什么样的？来围观一下吧，这只是第一期

大家好，我是senda，不超过7颗碎片持有者（纯粹跟风）[偷笑]。这两天一直在尝试同一个大模型不同风格的画面的出图效果，目的是来验证一下不同的提示词，不同的控制参数对出图的影响。本来给大家准备了30多款风格，无奈显卡断断续续烧了两天，顶不住了，怕把显卡烧坏了。先出一半的风格。
首先来看一组基础美图，后面会根据此图做不同风格的调整。此图通过高清放大，作为桌面背景完全没问题。美图太多，千万别错过：<e type=""web"" href=""https%3A%2F%2Fl1ekzpkqzzl.feishu.cn%2Fdocx%2FBRmXdtKNVooraAxoCvuc3QXrn6g"" title=""https%3A%2F%2Fl1ekzpkqzzl.feishu.cn%2Fdocx%2FBRmXdtKNVooraAx..."" />

喜欢的点赞评论哈，下次还要出一期。[坏笑]",senda,山东,2023-07-06T19:41:15.291+0800,3030,29,,19,1
317,"[太阳]【手打万字，从0到1】使用stable diffusion 创建tiktok近期爆火的渐变套娃动画视频

[太阳] 飞书链接：<e type=""web"" href=""https%3A%2F%2Frwlbsgsmn97.feishu.cn%2Fdocx%2FGnSBd9bRGoSJxxxfQ8KcuyeOnrf"" title=""https%3A%2F%2Frwlbsgsmn97.feishu.cn%2Fdocx%2FGnSBd9bRGoSJxxx..."" />",LIUQI,北京,2023-07-06T12:33:32.823+0800,3820,51,,12,0
318,什么？不光能学习，还能边赚钱边学习的 方法+指令（保姆级教程）,景淮,加拿大,2023-07-06T11:20:39.813+0800,3877,59,https://articles.zsxq.com/inline_form/id_qz11aoh11woh.html,11,0
319,"AI搞钱 案例分享 4 小红书AI绘画+饰品日用品（ChatGPT细聊的结果）
<e type=""hashtag"" hid=""51112888888114"" title=""%23%E5%89%AF%E4%B8%9A%E5%8F%98%E7%8E%B0%23"" /> <e type=""hashtag"" hid=""48888182558148"" title=""%23%E6%A1%88%E4%BE%8B%E5%88%86%E6%9E%90%23"" />  <e type=""hashtag"" hid=""15555541155522"" title=""%23AI%E9%A3%8E%E5%90%91%E6%A0%87%23"" /> 

变现内容：小红书商铺中的饰品、日用品
公域引流：小红书笔记、群
私域变现：小红书店铺商品
变现方式：1688一件代发
启发：用stable diffusion的controlnet结合真实上架的商品做笔记推广。
例如：我店铺里挂了个披肩，我就尝试用SD做披肩换背景。（实践中）

大图见飞书：<e type=""web"" href=""https%3A%2F%2Fyx58nd06ei.feishu.cn%2Fwiki%2FMVwjwhhDViD7DAkRtFpcW53jnBd"" title=""https%3A%2F%2Fyx58nd06ei.feishu.cn%2Fwiki%2FMVwjwhhDViD7DAkR..."" />",豆哥,上海,2023-07-06T00:17:22.879+0800,1739,13,,0,0
320,"【Midjourney新功能：上下左右平移，惊艳绝伦！ 65】

203.7.4号Midjourney新功能：上下左右平移。

1.变化：升档放大后的图片，会在图标栏出现“上、下、左、右”四个箭头按钮。
2.在设置中/settings 选择“重新混合（Remix）模式”，可以选择在扩展图像时更改 Prompt。
3.其它玩法：拼接扩展图片欣赏，释放你的想象力，将不可能变成可能，再现“沧海桑田”
4.新功能要学会，融合之前已经学会的内容更重要，站在巨人的肩膀上我们看的更远不是嘛。

迫不及待试验一下新功能，冲当其冲的想到的是扩展风景，获得风景的全景图。详见飞书：<e type=""web"" href=""https%3A%2F%2Fvkg4ozcps1.feishu.cn%2Fdocx%2FYhkHd1JtioqgoUxyEzUcSEBQnCf%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fvkg4ozcps1.feishu.cn%2Fdocx%2FYhkHd1JtioqgoUxy..."" />",赵玉润,美国,2023-07-05T23:51:41.932+0800,3801,40,,23,1
321,SD一刀流选手，你们要的合集来了，赶紧恶补,卡尔,山东,2023-07-05T22:44:52.047+0800,3608,84,https://articles.zsxq.com/inline_form/id_df94nbp14w4z.html,22,0
322,微信朋友圈情侣头像PS模板制作教程,熊,贵州,2023-07-05T15:55:10.298+0800,3788,69,https://articles.zsxq.com/inline_form/id_4x8u0c8v9im7.html,15,0
323,"【AI绘画老照片修复进行接单变现】


内容制作👇：

老照片修复Ai工具：<e type=""web"" href=""https%3A%2F%2Fpalette.fm%2F"" title=""https%3A%2F%2Fpalette.fm%2F"" />   
介绍：免费修复 黑白/泛黄 老照片

AI视频修复变高清工具地址：<e type=""web"" href=""https%3A%2F%2Fjeya-maria-jose.github.io%2Frebotnet-web%2F"" title=""ReBotNetFastReal-timeVideoEnhancement"" />
介绍：AI直接让普通视频秒变高清

用AI修复老照片：<e type=""web"" href=""https%3A%2F%2Fwww.restorephotos.io%2F"" title=""FacePhotoRestorer"" />

图片变清晰网站：
1、<e type=""web"" href=""https%3A%2F%2Fwww.upscale.media%2Fzh"" title=""%E6%94%B9%E5%8F%98%E5%9B%BE%E7%89%87%E7%9A%84%E5%88%86%E8%BE%A8%E7%8E%87-%E5%9C%A8%E7%BA%BF%E4%BF%AE%E6%94%B9%E7%85%A7%E7%89%87%E5%88%86%E8%BE%A8%E7%8E%87DPI%E5%B7%A5%E5%85%B7"" />
2、<e type=""web"" href=""https%3A%2F%2Freplicate.com%2Fnightmareai%2Freal-esrgan"" title=""nightmareaireal-esrganRunwithanAPIonReplicate"" />
3、<e type=""web"" href=""https%3A%2F%2Fwww.restorephotos.io%2F"" title=""FacePhotoRestorer"" />
4、<e type=""web"" href=""https%3A%2F%2Fimgupscaler.com%2F"" title=""AIImageUpscaler-UpscalePhotoCartoonsinBatchFree"" />

可以制作为图片和视频两种模式，图文可利用GPT营造怀旧复古的氛围，图片突出前后对比，图片素材可以用古往今来的历史人物/政治人物/娱乐巨星等

视频可以用剪映套一些一秒成片的复古模版配上一些古典和怀旧的音乐，也可以尝试着把照片变高清的玩法再搬到现在这个AI让视频变高清再来一遍


引流模式👇

1.小红书/公众号/即刻/小众平台进行发图文案例，赠送服务/资料进行引流变现

2.可抖音/小红书/视频号等多平台直播老照片修复演示，在直播间呆了会很多人询单，赠送资料/免费帮生成一次，引流私域成交


变现模式👇

1.接单修复老照片，收一个服务费/订阅费

2.卖产品，古人画像、诗人、作家、三国人物、玩物等照片，可附带相框、相纸、胶卷、绘本等产品进行搭配售卖

3.搭配小程序/软件拉新做广告，走CPS、CPC都可以

4.知识付费，当有些结果了也可做陪跑训练营、课程、资料、咨询这些进行收费",老旺,浙江,2023-07-05T12:01:16.695+0800,1830,24,,12,0
324,"通宵爆肝，小白也会的SD更换背景图 | 赛博风、机械风机车SD稳定出图

大家好，我是陈大旭，每天早晚都得学C++，只有下午上班三小时并且还在摸鱼的在读研二硕士一枚。突然发现我先前发的文章没有引用话题，而且好像文章也引用不了，所以在此重新发布一份。

现在是6：20，我又回来编辑文章了。因为我爆肝了一个通宵，给原文添加了你们肯定喜欢的操作教程——给AI赛博机车更换背景，包括 更换为原图背景 和 让AI重新只生成背景。

此外，我还有昨天一天的“摸鱼要领”要分享给大家，包括SD的学习经验、赛博风格出图操作、机械风格出图操作以及抖音爆火视频感悟等，相信大家阅读完一定会有所收获。

全文图文并茂，手把手教学，货有点干，建议带着爆米花和两大瓶可乐进行阅读，开始发车~~

飞书传送门：<e type=""web"" href=""https%3A%2F%2Fy5hcu12hc8.feishu.cn%2Fdocx%2FL4hLdWB9UoErsPx2un1cpJgLnVc"" title=""https%3A%2F%2Fy5hcu12hc8.feishu.cn%2Fdocx%2FL4hLdWB9UoErsPx2..."" />

小提示：下文提到的所有大模型、Lora模型、control net都整理好啦，还有一些其他模型，都可以在文末的下载链接中下载~

<e type=""hashtag"" hid=""28888881415511"" title=""%23AI%E7%BB%98%E5%9B%BE%23"" /> <e type=""hashtag"" hid=""15555552485212"" title=""%23AI%E5%B7%A5%E5%85%B7%23"" />",陈大旭,四川,2023-07-05T11:43:13.029+0800,3814,58,,11,0
325,"效率神器：ChatGPT重塑我的工作和生活

这是我在易洋老师星球分享的第二篇，加入第一天的第一篇就获得了最高规格的精选，如果你错过了，戳《如何靠定制指令月入十万》<e type=""web"" href=""https%3A%2F%2Ft.zsxq.com%2F0fYf8huyQ"" title=""https%3A%2F%2Ft.zsxq.com%2F0fYf8huyQ"" />

今天这篇文章值得被收藏，值得被反复阅读6遍，看一遍，分析一遍，做一遍，教一遍，打赏一遍，赚一遍。

截图里的每一个指令，都是我调教出来的，每个价值2000-1万。

不知不觉，我已经用ChatGPT，用了7个多月。

看到很多人尝鲜了一下，就骂骂咧咧几句，然后没下文了，我感觉非常可惜。

这就像生活在现代的人，拒绝汽车高铁飞机，去哪里都坚持走路。

古人都知道，君子性非异也，善假于物也。

当然也有人因为缺乏对GPT的想象力，使用场景和商业化能力非常有限。

这篇文章，我不想讲大道理，也不想复制粘贴一些AI大新闻。

而是站在一个最普通的上班族角度，给你分享下这7个月，我是如何把AI融入到自己工作和生活的。

也给你示范，一个Prompt指令就是一个可以闭环的商业模式。

一 自学

1 搞清楚概念

李笑来说，学习的源头，无非就是搞清楚一个个陌生的概念，然后从概念上，去延伸对它的理解、应用和边界。

这些概念，就是我们行走世界的工具箱，就像是跑马拉松的装备。

很多内容从业者，比如教师、培训师、自媒体人，其实做的都是解释概念的事情，把知识扒开了揉碎了，喂养给读者用户。

比如我学一个新领域一个新概念，就会先去问一下GPT。

2 学以致用

我们这个时代，最大的烦恼不是信息知识太少，而是太多。

每个做知识付费做内容创作的人，好像都在暗示我们，看到就等于学到，收藏就等于得到。

我在5年多的阅读培训里开发出了一个学以致用读书法，叫模块读书法，分别为4个模块:问题-答案-抬杠-价值。

这套方法，自成体系，但也有点复杂，于是我给指令星球学员，开发了一个学以致用指令，直接拿着就能用。

3 提炼精华

一篇文章，一个音频，一个长视频，根据28法则，很多时候有效的信息知识，就只有20%。

在AI出来之前，我们需要花15~20分钟去读长文章，需要花一两个小时去听播客音频，需要花30分钟到一个小时去看长视频，去抓那20%对自己有用的东西。

但是GPT 4加一个小小的插件Webpilot，就可以快速一键帮我们总结精华。

4 训练独立思考能力

遇事非黑即白，是一种非常恐怖的事情，这样的人容易情绪化，被人操控，被人割韭菜。

比如，把人分成好人和坏人，但是好人也会做坏事，坏人也会做好事。

比如，付费学东西，就是被割韭菜，但是对方是否割韭菜，很大程度上跟老师和内容没关系，跟你的预期有关系，你预期低，对方的内容满足你一个需求点，你就大有收获。

其实用一个指令，借助GPT，就可以培养我们自己和孩子，对每件事儿的独立思考能力。

独立思考能力，是人之所以为人，我们区分于别人最重要的一个标准，而这也是我为什么给女儿取名，芯，芯为芯片之芯也，活出自己的人生。

二 内容创作

1 各类商业文案创作

比如各个自媒体平台上的，选题，标题，带货文案，口播文案，爆款预测，数据分析等等。

这些商业文案，我都放在了指令星球里，未来会做一些更细致的更新。

2 职场公关稿

如果宝马会用GPT，就不会二次挨骂，股价暴跌几百亿

先看下图，宝马的公关稿，让人多气愤，就知道站在自己角度，撇清责任，难怪股价狂跌，这届网友真的是用钱投票。

演示一下，如果宝马公关团队会用GPT和我的CHAT模型，会怎么写公关稿。

3 职场夸人神器

人与人之间的关系，很多时候没那么复杂，无非是你捧我，我捧你。

夸奖别人就是一种不错的策略。

职场夸同事，夸领导，帮你获得好人缘；家里夸老公老婆，让对方感觉宾至如归，你的幸福感也会提升不少。

可是不是所有人都善于表达，都会写。

今天有了GPT，这就不是问题了，我们面对同一个人，可以让它变着花样夸。

4 产品经理写产品说明书

很多产品经理或技术人员，并不擅长写作或写文案，但是通过GPT辅助，就完全不是问题了。

三 专业教练

每个人一生中，最少要认识几个专业领域的朋友，比如律师，医生，因为在漫长的一生里，你总有生病但求医无门的时候，你总有财务或感情纠纷，但焦头烂额的时候。

但是ChatGPT出现后，很多像我一样不擅交际的内向人士，几乎0成本就可以拥有自己的AI健康教练，AI跑步教练，AI医生，AI律师等等。

这在以前，不可想象。

1 健康教练

比如我开发了一个中医指令，把自己的身体症状问它，它马上给出专业中医建议和营养方案。

比如我大伯前段时间，中风，我把他的CT结果，输入给GPT，它非常专业的分析，病人的中风严重程度，并且给出康复建议。

2 跑步教练

GPT根据我的个人情况，帮我定制全马330的训练计划。

不仅如此，我有各种跑步或运动的相关疑问，它都帮我解决了。

比如早上长距离跑步，如何补给，比如跑步遇到倦怠期，行之有效的解决方案等等。

3 性格咨询师

如果你是一个老板或中高层，管理最大的成本，不在团队管理，而在选人，选错了人，不但项目受阻，而且破坏整个公司氛围。

婚姻，是决定一个人命运的4个关键时刻之一，而选错了人，就像穿错了鞋子，每一步都是痛苦。

所以我花了几天时间，调教了一个AI指令，丢一个人的写作链接给GPT,快来识别对方的性格和价值观。

这有什么用？可以拿来用在团队管理，招聘选人，心理咨询，职业规划，筛选伴侣等场景里。

当然也有局限性，一个人写的东西，并不是他的全貌，甚至有很多伪装性的东西。

但是不经意间在文字留下的东西，很多不可隐藏。

<e type=""hashtag"" hid=""28885111111551"" title=""%23%E5%BC%80%E5%8F%91%E4%BA%A4%E6%B5%81%23"" /> <e type=""hashtag"" hid=""28885111111811"" title=""%23%E5%86%85%E5%AE%B9%E5%88%86%E4%BA%AB%23"" />",袁六伟,浙江,2023-07-05T08:07:44.743+0800,4368,119,,8,1
326,"爆肝！Stable Diffusion 序列帧动画！简明教程！

大家好，我是买买！


吴东子大佬“赛博机车”项目，带起小伙伴们开启 Stable Diffusion 征程！

继 Stable Diffusion 图生图之后！视频转动画！也来了！！

你从 “赛博机车”就能够看到市场有多火热！

让 AI 动画来再添一把火！！

冲鸭！！

详细看文档：<e type=""web"" href=""https%3A%2F%2Fcbnx60m9o5.feishu.cn%2Fdocx%2FDhI9dj04docATgxvOwDcLvLcnCJ"" title=""https%3A%2F%2Fcbnx60m9o5.feishu.cn%2Fdocx%2FDhI9dj04docATgxv..."" />",买买,上海,2023-07-05T02:25:56.416+0800,3806,94,,2,0
327,"Ai赛博机车极速出图方案

 内容分享   AI风向标   AI风向标  <e type=""hashtag"" hid=""28888881415511"" title=""%23AI%E7%BB%98%E5%9B%BE%23"" />  AI案例  

大家好，我是蕃茄，1颗Ai之芯持有者，Ai破局合伙人。

这几天大家玩Ai赛博朋克不亦乐乎，并且很容易出成绩

但发现群里大家电脑配置不行，出图很慢，或者在用云端SD有各种问题

在这里我给大家一个替代方案，可以快速出图。使用的工具是无界Ai。


方案链接：<e type=""web"" href=""https%3A%2F%2Fs0xpyu2kpl6.feishu.cn%2Fdocx%2FAlahdRdFYoB74GxQw04cTGsvndd"" title=""https%3A%2F%2Fs0xpyu2kpl6.feishu.cn%2Fdocx%2FAlahdRdFYoB74Gx..."" />",蕃茄,上海,2023-07-05T00:05:15.722+0800,3245,57,,0,0
328,数字人赋能自媒体 AI 玩法探索实践,元峰,甘肃,2023-07-04T23:29:09.917+0800,2975,72,https://articles.zsxq.com/inline_form/id_id3nd7n6ucnl.html,23,0
329,"爆肝一整夜，探索AI赛博机车绘画，稳定出画！
大家好我是paulmem 
昨天我观看快闪直播后，对这个项目产生了浓厚的兴趣！于是开始跑图！
然而在生成图片上产生了不少问题，怎么都出不来自己满意的图片！
所以我硬着头皮在花了一整夜探索研究，终于总结出一些经验分享给大家！

为了更好的阅读体验，大家可以移步至飞书观看。
<e type=""web"" href=""https%3A%2F%2Fgqvyeg8su7c.feishu.cn%2Fdocx%2FGCadd0YyLoZp0tx82tBcGzuEn2g"" title=""https%3A%2F%2Fgqvyeg8su7c.feishu.cn%2Fdocx%2FGCadd0YyLoZp0tx..."" />",paulmem,香港,2023-07-04T19:39:33.809+0800,6178,142,,19,0
330,"微信“问一问""现在可以直接用公众号身份回答问题了，可以直接给公众号引流",余飞AI,广东,2023-07-04T11:32:46.576+0800,2792,40,https://articles.zsxq.com/inline_form/id_e0a6tqza9pxa.html,11,0
331,干货教程：阿里云国外模型插件下载,君姐的AI最佳实践,山东,2023-07-03T21:39:19.433+0800,3147,41,https://articles.zsxq.com/inline_form/id_houvk004qow5.html,21,0
332,"《“上传重绘蒙版”+Canny+OpenPose，指定人物衣服的新思路》

各位小伙伴好，我是一名想要深入学习 stable diffusion 绘画的小白

对于 LoRa 模型训练系列的教程，目前我主要是写了淘宝衣服方面的 LoRa
但还有很多其他类型的炼丹值得探索和学习，如二次元、画风，以及室内建筑等

而除了 LoRa 模型的炼丹系列教程外，我打算另外探索一下 Stable Diffusion 的新玩法和应用实践

在本篇文章中，我主要分享一下，如何利用图生图与 ControlNet 技术结合，实现人物穿指定衣服的功能

本教程主要围绕以下几个方面来进行分享：
① 准备衣服素材
② 衣服素材处理（重绘衣服蒙版+比例缩放）
③ 获取骨架图
④ 优化生成整体效果

另外，本次分享中所使用的相关素材图片资源，已经给大家打包好在网盘（链接在文章末尾）

<e type=""web"" href=""https%3A%2F%2Fix1lylc1sja.feishu.cn%2Fdocx%2FX66KdjHaIovMCWxl5PTcbPqJnkd"" title=""https%3A%2F%2Fix1lylc1sja.feishu.cn%2Fdocx%2FX66KdjHaIovMCWx..."" />",迷茫丶,广东,2023-07-03T02:19:48.444+0800,3492,80,,2,0
333,AI绘画：Zelinai创建SD提示词模型,葱油薄饼,海南,2023-07-02T22:32:12.772+0800,3509,57,https://articles.zsxq.com/inline_form/id_6a5zmtzjflvx.html,22,1
334,Stable Diffusion 咒语60个唯美场景，与AI小姐姐相伴一生（1-30）,旭日,江苏,2023-07-02T20:11:50.910+0800,3432,76,https://articles.zsxq.com/inline_form/id_v51p113eitro.html,20,0
335,"大家好，我是罗根

今天发现利用ai图生图功能制作的铠甲勇士最近很热门，在两大平台播放量都有几十万!

其中B站一个视频更是接近百万播放，这异常播放量中肯定蕴藏着新的商机!

操作起来也不难，但找对模型比较耗时间，再加上科技风的prompt，利用sd的图生图功能即可实现

这是一个不错的热点，懂得如何制作的星友们，最近可以加班冲一波，蹭上这波末班车!

 ai风向标   ai风向标",罗根,广东,2023-07-02T20:04:17.414+0800,2682,38,,20,1
336,8年自媒体，这些经验和血泪教训免费送你！,皮特,浙江,2023-07-02T19:42:25.220+0800,3346,142,https://articles.zsxq.com/inline_form/id_0xjhnlt6ixxu.html,19,0
337,一个shock到我的AI垂直领域应用案例，和它带来的思考。,小七姐,内蒙古,2023-07-02T16:55:53.972+0800,3480,91,https://articles.zsxq.com/inline_form/id_4m6c2p66lqkr.html,16,0
338,保姆级教程：阿里云免费服务器 5分钟搭建Stable Diffusion,君姐的AI最佳实践,山东,2023-07-02T11:45:38.418+0800,3322,66,https://articles.zsxq.com/inline_form/id_88e0kljbw5th.html,11,0
339,从工地打工，到狂揽10个大厂offer、副业赚100万：培训班出来的程序员是怎么做到的？,吴师兄学算法,广东,2023-07-02T10:53:45.944+0800,3242,95,https://articles.zsxq.com/inline_form/id_0p4nfwzhl3uw.html,10,0
340,零基础用AI做出一部3D动画电影，保姆级攻略！,柯南,山东,2023-07-02T10:08:29.847+0800,3293,45,https://articles.zsxq.com/inline_form/id_9vcozwbx0wu5.html,10,0
341,"Adobe Firefly公测：Photoshop +AI结合 安装及简单使用教程
     大家好,自从加入俱乐部已经快2月,一直看大佬们天天爆文,真的很着急。平时上班时间比较久,只能逛逛，今天周末肝了一把。算是往前走了一步吧。
     今天刷视频看见Adobe Firefly，这个以后是个潜力股，会影响很多人。功能还在完善中。可以结合MJ和SD进行创作，有的时候比MJ和SD效率，互相辅助。
     可以根据提示词替换人和物，增加人和物，也可以删除人和物。
(1)写作引擎
Adobe Firefly的核心功能是它能够通过自主的“写作引擎”快速生成大量的创意性文本，这些文本可以用于广告、描述产品等场景。直接输入一个词或短语，系统会自动生成大量与之相关的创意文本，以供用户进行挑选。
(2)图形编辑功能
输入内容后，用户可以将文本输入到编辑器中，系统会根据文本自动生成相应的设计元素，如背景、颜色、字体等，从而帮助用户快速创建出具有创意的设计作品。这也是Adobe Firefly的另一个核心特点，即自动生成可视化元素，使创作过程更加高效。
(3)自适应设计
最后一个核心功能是“自适应设计”，这意味着它可以自动调整设计元素的大小、形状、颜色等，以适应不同尺寸的屏幕，为用户提供更加完美的设计效果。这是数字创意领域一个非常重要的发展趋势，也是Adobe Firefly能够在竞争中占据优势的原因之一。
＃AI风向标＃AI工具
详细的可以移步飞书:
<e type=""web"" href=""https%3A%2F%2Foqx3nqgny86.feishu.cn%2Fdocx%2FN9lMdWeavoyYcIxwxGgcT07lnDh%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Foqx3nqgny86.feishu.cn%2Fdocx%2FN9lMdWeavoyYcIx..."" />",Ryan°,江苏,2023-07-02T03:53:25.914+0800,3335,61,,3,1
